Material,Magnetic Entropy Change,Magnetic Field,Curie Temperature,source,Number
Co2-xMnxB (x=0.1),-1.37,2 T,,1794,498
FeRh,12.2,1.2 T,,1795,1470
Gd,,0.5 T,293,1795,1501
La0.7Sr0.25K0.05MnO3,2.37,2.0 T,332,1795,3444
Ni-Mn-In,5.6,nan T,,1795,5009
DyCuAl (38 nm),14.9,5 T,27,1796,819
DyCuAl (90 nm),20.4,5 T,24,1796,820
La0.65Ca0.35-0.05Na0.05MnO3,3,5.0 T,,1799,2914
La0.65Ca0.35-0.2Na0.2MnO3,5.8,5.0 T,,1799,2916
La0.65Ca0.35MnO3,,nan T,248 to 315,1799,2921
CoMnGe0.95Ga0.05,-38.4,7 T,,1804,560
La0.7Te0.3Mn0.7Co0.3O3,1.002,5 T,201,1805,3538
Ho2PdSi3,27.5,5 T,,1806,2363
Al0.44Cr0.25MnFeCo0.05Ni0.2,,,~340,1808,292
Er4PtMg,22.5,7 T,16,1809,955
Ho4PtMg,16.9,7 T,28,1809,2387
Ni50.3Mn36.5Sn13.2,11.8/-2.2,3 T,,1810,5434
Fe64Co12Mn10Mo5B15 (x = 2),,,765,1811,1289
Fe65Co10Mn10Mo5B15 (x = 1),,,700,1811,1294
Fe67.5Co2.5Mn10Mo5B15 (x = 0.25),,,520,1811,1302
Fe67Co5Mn10Mo5B15 (x = 0.5),,,620,1811,1303
LaFe10CoSi2,>1.2,12 kOe,~300,1812,3932
LaFe11Si2,>1.2,12 kOe,~220,1812,4121
LaFe7Co4Si2,>1.2,12 kOe,~500,1812,4140
LaFe8Co3Si2,>1.2,12 kOe,~450,1812,4141
LaFe9Co2Si2,>1.2,12 kOe,~400,1812,4144
Gd6FeBi2,-43,50 kOe,~350,1813,2032
Gd6FeBi2,-2.3,20 kOe,~350,1813,2033
La1.3Fe11.6Si1.4,19.73,"1, 7 T",,1817,3827
La1.7Fe11.6Si1.4,"15.24, 23.48","1, 7 T",,1817,3856
Fe88La2Zr10,1.1,12 kOe,302,1818,1422
Fe89La1Zr10,1.1,12 kOe,262,1818,1428
ErTiSi,-8.9,0-5 T,46,1820,1066
NiCoMnIn alloy,14 and 22,1.3 and 3 T,,1821,5617
Er55Co30Al10Si5,15.6,5 T,9.3,1822,956
Tm55Co30Al10Si5,15.7,5 T,3,1822,6372
Mn1.000Fe0.950P0.595Si0.330B0.075,2.7 - 6.5,nan T,265 - 298,1825,4368
FeDy6Sb2,3.41,0-2.0 T,143.4,1826,1459
Mn3GaC,,1.2 T,300,1827,4493
Mn3GaGe,,1.5 T,320,1827,4499
Mn3GaSn,1.8,0.97 T,280,1827,4501
Mn3GaY,2.1,0.03 T,290,1827,4502
LaFe11.5Si1.5C0.2,9.45,1.5 T,255,1828,4031
Gd3Fe5-0AlxO12,1.94-3.07,Up to 3 T,,1830,1790
NdSi,-6.8 (for field change of 0-20 kOe) and -12.4 (for field change of 0-50 kOe),20 and 50 kOe,46,1833,4963
(MnFeRu)(2)(PSiGe),16-11?,1.5 T,340-360,1834,212
Ni41.3Co6.3Mn42.4Sn10.0,20.1,5.0 T,,1836,5158
Fe74Co8Mn4Zr8Nb2B4,1.7,3.0 T,271-363,1837,1332
Fe76Co6Mn4Zr8Nb2B4,1.7,3.0 T,271-363,1837,1342
Fe78Co4Mn4Zr8Nb2B4,1.7,3.0 T,271-363,1837,1350
Fe80Co2Mn4Zr8Nb2B4,1.7,3.0 T,271-363,1837,1370
La0.7Ag0.2Mn1.1O3,5.76,5 T,271,1838,3261
Pr(10)Fe(90),2,1 T,Close to room temperature,1841,5650
Pr(11)Fe(89),2,1 T,Close to room temperature,1841,5651
Pr(12)Fe(88),2,1 T,Close to room temperature,1841,5652
Pr(13)Fe(87),2,1 T,Close to room temperature,1841,5653
Pr(14)Fe(86),2,1 T,Close to room temperature,1841,5654
Yb0.8In0.2MnO3,2.64 +/- 0.38(J/mol-K),10 kOe,,1842,6444
Yb0.9In0.1MnO3,2.34 +/- 0.35(J/mol-K),10 kOe,,1842,6449
Gd complex (3),18.5,5 T,,1844,1518
LaFe11.6Si1.4H1.4/,79.36 x 10^-3,2 T,Not mentioned,1845,4076
Mn4.85Co0.15Ge3,7.58,50 kOe,Decreased with increasing Co concentration,1847,4527
La0.4Dy0.1Ca0.5MnO3,2.16,2 T,,1848,2733
La0.4Eu0.1Ca0.5MnO3,1.15,2 T,,1848,2734
La0.4Gd0.1Ca0.5MnO3,0.78,2 T,,1848,2737
MnAs0.9P0.1,-2.1,5 T,,1852,4645
La0.7Ca0.3MnO3 (polycrystalline),8,2 T,,1854,3386
Terbium,8.66,1.9 T,,1855,6346
Gd65Fe10Co10Al10B5,7.1,5 T,,1857,2002
GdCo2B2 P=0,17.1,5 T,22.2,1858,2096
GdCo2B2 P=0.73,16.85,5 T,22.2,1858,2097
GdCo2B2 P=1.27,16.4,5 T,22.2,1858,2098
FeRh,,0.2 T,353,1860,1471
Gd,10,2.0 T,,1860,1502
La0.8Ca0.2MnO3,8.2,5.0 T,241,1860,3629
Er3Rh2,20.01,0-5 T,13,1861,949
Ho3Rh2,14.01,0-5 T,4.5,1861,2384
Nd3Rh2,3.78,0-5 T,23 and 8,1861,4873
hcp-Gd nanocapsules,48.8,1 to 7 T,,1862,6576
Mn1.05Fe0.9P0.5Si0.5,,nan T,321,1865,4370
Mn1.05Fe0.9P0.5Si0.5Cu0.05,,nan T,303,1865,4371
Mn1.05Fe0.9P0.5Si0.5Cu0.10,,nan T,276,1865,4372
Mn1.05Fe0.9P0.5Si0.5Cu0.15,,nan T,248,1865,4373
La-0.67Ca0.27Sr0.06MnO3,3.37,3 T,279,1868,2671
La0.67Ca0.25Sr0.08MnO3,2.6,3 T,293,1868,3011
La0.67Ca0.26Sr0.07MnO3,2.74,3 T,286,1868,3012
Fe64Mn15Si10B11,0.82,15 kOe,,1870,1293
(Ho0.5Y0.5)(5)Pd-2,8.9,5 T,22,1871,113
(Ho0.75Y0.25)(5)Pd-2,11.1,5 T,30,1871,114
Ho5Pd2,11.5,5 T,32,1871,2395
Ni44Mn43Sn11Fe2,23,0-7 T,Increased with Fe content,1874,5259
Ni44Mn44Sn11Fe1,26.7,0-7 T,Increased with Fe content,1874,5260
Ni44Mn45Sn11Fe3,,nan T,Increased with Fe content,1874,5262
La0.80Fe11.80Si1.6,8.0 (0-2 T) 13.8 (0-5 T),0-5 T,216.6,1877,3560
La0.85Fe11.70Si1.6,11.8 (0-2 T),0-2 T,205.6,1877,3579
La0.95Fe11.55Si1.6,18.4 (0-2 T) 22.5 (0-5 T),0-5 T,198.6,1877,3744
TmFe0.3Mn0.7O3,6.29,70 kOe,,1880,6388
TmFe0.5Mn0.5O3,6.56,70 kOe,,1880,6389
TmFe0.6Mn0.4O3,6.79,70 kOe,,1880,6390
TmFe0.7Mn0.3O3,7.22,70 kOe,156.0-180.0,1880,6391
La(Fe0.86Si0.14)(13),-9,nan T,192,1883,2616
LaFe9.8Si1.2,14.8,1.5 T,,1885,4143
Ni46Cu2Mn43In11,-4.4,50 kOe,325,1886,5328
Dy0.7Er0.3Co2,,nan T,106,1887,682
DyCo2,,nan T,138,1887,783
La0.3Ba0.7MnO3 (1200),0.78,nan T,,1888,2710
La0.3Ba0.7MnO3 (800),0.35,nan T,,1888,2711
La0.3Sr0.7MnO3 (1200),0.8,nan T,,1888,2716
La0.3Sr0.7MnO3 (800),0.2,nan T,,1888,2717
LaFe11.5Al1.5B0.1,9.6,0-5 T,,1890,3997
LaFe11.5Al1.5C0.2,10.8,0-5 T,,1890,4002
Ho2Cu2Cd,25.1,7 T,15 and 30,1891,2335
LaCr2Si2C,1.234,5 T,18.5,1892,3903
ErNiAl2,21.2,5 T,5,1893,1049
HoNiAl2,14,5 T,7.5,1893,2521
DyFeO3 single crystal,16.62,20 kOe,,1894,831
Mn50Ni38-Cu2Sn10,14.2,30 kOe,,1897,4568
Mn50Ni39-Cu1Sn10,28.9,30 kOe,,1897,4572
Mn50Ni40-0Cu10,19.6,30 kOe,,1897,4580
MnCoGeGa0.02,23.47,5 T,,1898,4694
Gd55Al20Co25,9.7,5 T,110,1901,1862
Mn1-xCoxAs,25,4 T,,1902,4364
alpha-Fe2O3 film,0.029,nan T,,1904,6570
La1.4-X YbXCa1.6Mn2O7 x=0,2.7,,246,1907,3833
La1.4-X YbXCa1.6Mn2O7 x=0.2,2.1,,211,1907,3834
La0.5Sm0.1Sr0.4Mn1-xInxO3,5.88 (x = 0.00 310 K),5 T,310 (x = 0.00),1908,2838
La0.5Sm0.1Sr0.4Mn1-xInxO3,4.53 (x = 0.05 294 K),5 T,294 (x = 0.05),1908,2839
La0.5Sm0.1Sr0.4Mn1-xInxO3,3.51 (x = 0.10 251 K),5 T,251 (x = 0.10),1908,2840
La0.7Sr0.3Mn0.92Ti0.08O3,-1.1 to -2.7,10 to 30 kOe,235,1910,3471
[Ni(fum)(phen)],8.2,7 T,,1912,6563
GdCd0.85Ru0.15,7.8,7 T,108,1913,2089
GdCd0.8Ru0.2,11,7 T,73,1913,2090
GdCd0.9Ru0.1,5.6,7 T,149,1913,2091
LaFe11.6Si1.4,6.9,nan T,192,1914,4043
Ni45.8Fe4.2Mn38Sn12 (dual),High,nan kOe,,1915,5270
Gd71Ni29 (amorphous),9,5.0 T,122,1916,2051
Gd71Ni29 (annealed),1.0 and 5.7,nan T,82 and 100,1916,2052
La0.3Pr0.4Ca0.3MnO3,5.38,5 T,,1918,2712
La0.4Pr0.3Ca0.3MnO3,7,5 T,,1918,2740
La0.5Pr0.2Ca0.3MnO3,8.1,5 T,,1918,2817
La0.7Pr0.3Ca0.3MnO3,8.23,5 T,,1918,3425
Gd5Sn4,21.5 (as-cast)or 24.7 (annealed),20 kOe,82 (as-cast)or 80 (annealed),1919,1968
DyCo2B2,12.1,5 T,,1920,798
HoCo2B2,12.2,5 T,,1920,2441
DyNi,-32.7,140 kOe,61,1922,846
Gd65Mn25Si10 (crystallized),4.6,0-5 T,,1924,2015
Gd65Mn35Si10 (amorphous),4.7,0-5 T,,1924,2017
Gd65Mn35Si5 (amorphous),4.6,0-5 T,,1924,2018
(MnCo)0.98Ge,34,nan T,,1925,205
CeAgSb2,5.1,nan T,,1926,452
PrAgSb2,7.9,nan T,,1926,5952
Fe50Mn10Co5Ni35,2.55,5 T,,1929,1267
Ni53Mn23.5Ga23.5,-4.8,30 kOe,,1931,5568
LaFe11.6Si1.4Hy/Bi(10%),49,nan T,,1932,4079
LaFe11.6Si1.4Hy/Bi(15%),35,nan T,,1932,4080
LaFe11.6Si1.4Hy/Bi(5%),51,nan T,,1932,4081
Fe60Ru20B20,,nan T,254,1933,1281
La0.5Pr0.5Fe11.4Si1.6N0.3,10,1.5 T,195,1934,2833
Dy2In,-7.1,0-40 kOe,125,1935,725
Gd4.75Pr0.25Si2.1Ge1.8Sn0.1,2.45,1.6 T,,1939,1818
Ho0.2Er0.2Tm0.2Ni0.2Cu0.2,15.44,0-50 kOe,-11.5,1940,2279
SmNi5,,,29,1941,6106
HoN,36.6,5 T,,1943,2493
Gadolinium-hydroxy-chloride (GHC),61.8,,Not mentioned,1945,1497
B) alloy,2.23(J/mol K),,,1948,345
La0.6Pr0.1Ca0.3MnO3,6.8,1-0 T,240-119,1949,3150
Eu0.9Sr0.1TiO3,10,1 T,,1950,1089
Eu0.9Sr0.1TiO3,21,2 T,,1950,1090
DyCr2Si2C,9.8,0-50 kOe,10.7,1953,811
GdCr2Si2C,21.7,0-50 kOe,10.9,1953,2110
TbCr2Si2C,14.6,0-50 kOe,16.6,1953,6287
La1.3Eu0.1Ca1.6Mn2O7 (B),4.07,0-5 T,246,1954,3822
La1.4Ca1.6Mn2O7 (A),4.07,0-5 T,246,1954,3847
La0.7K0.3SrMn2O5+delta,0.8,,,1959,3410
La0.8K0.2SrMn2O5+delta,1.08,,,1959,3687
La0.9K0.1SrMn2O5+delta,1.2,,,1959,3767
MnFe(P/ Si/ Ge) (stoichiometric),5.2,,343,1960,4700
MnFe(P/ Si/ Ge) (superfluous Fe),3.8,,286,1960,4701
MnFe(P/ Si/ Ge) (superfluous Mn),4.9,,294,1960,4702
ScMnO3,1.40(J/mol K),,129,1961,6019
Mn1.2Fe0.8P0.78Ge0.2,19,2 T,233,1964,4436
Mn1.2Fe0.8P0.78Ge0.2,31,5 T,233,1964,4437
La0.5Sr0.5MnO3,Moderate,< 5 T,352,1965,2858
Gd3Ni6Ga2,-4.9,50 kOe,104,1967,1803
TbNi4Si,-14.52,4 T,,1968,6322
La0.52Y0.15Ba0.23Ca0.1MnO3,4.14,5.0 T,206,1969,2748
La0.57Y0.10Ba0.23Ca0.1MnO3,4.4,5.0 T,230,1969,2776
La0.62Y0.05Ba0.23Ca0.1MnO3,4.91,5.0 T,255,1969,2885
La0.67Ba0.23Ca0.1MnO3,,nan T,283,1969,2984
La0.75Ca0.08Sr0.17Mn0.825Ga0.175O3,0.45 - 2.91 (depending on applied magnetic field),0.5 - 5 T,,1971,3214
LaMnSbO0.8F0.2,0.074,, N/A,1973,4171
MnNi0.73Fe0.27Ge,-27,,233,1977,4731
Gd75Ge15Si5Ce5,,nan T,284,1979,2055
Gd75Ge15Si5Ni5,12,3.0 T,235,1979,2057
Gd80Ge15Si5,12,3.0 T,272,1979,2069
La0.85Zr0.15MnO3,2.08,50.0 kOe,,1980,3589
La0.90Zr0.10MnO3,1.34,nan kOe,,1980,3740
La0.95Zr0.05MnO3,0.6,nan kOe,,1980,3750
Cu-coated LaFe11.5Si1.5,8,1.5 T,,1981,624
LaFe11.5Si1.5,8,1.5 T,,1981,4011
Gd1-xAlxMnO3 (x=0),50,7.0 T,,1983,1652
Gd1-xAlxMnO3 (x=1),Maximum at 50 K,nan T,,1983,1653
FeRh,-0.42,0.5 T,353,1984,1472
Gd,10.5,1.0 T,293,1984,1503
Ni1.8Pt0.2MnGa,9.31,9.0 T,,1984,5049
Dy5Pd2,8.3,50 kOe,,1986,768
La0.6Ca0.4MnO3,,,255,1992,3123
La0.6Sr0.4MnO3,,,365,1992,3182
ErAgAl,13.7,7 T,14,1993,969
HoAgAl,13.8,7 T,18,1993,2412
Fe2CoAl NPs,2.65,20 kOe,,1995,1232
Er60Co20Ni20,15.5,5 T,,1996,963
Ho60Co20Ni20,18.4,5 T,,1996,2404
Tb4Gd1Si2.035Ge1.935Mn0.03 alloy,3.3 - 22.4,0-5 T,120,1999,6248
(1-x)(Pr0.6Sr0.4MnO3)/x(BaTiO3) (x=0),,nan T,273,2004,11
(1-x)(Pr0.6Sr0.4MnO3)/x(BaTiO3) (x=0.03),,2.0 T,273,2004,12
(1-x)(Pr0.6Sr0.4MnO3)/x(BaTiO3) (x=0.05),,2.0 T,273,2004,13
(1-x)(Pr0.6Sr0.4MnO3)/x(BaTiO3) (x=0.10),,2.0 T,273,2004,14
(1-x)(Pr0.6Sr0.4MnO3)/x(BaTiO3) (x=0.30),1.86,2.0 T,273,2004,15
La0.5Ca0.3Sr0.2MnO3,3.47,1.8 T,,2008,2788
La0.65Ca0.3Sr0.05MnO3,6.29,1.8 T,,2008,2932
La0.7Ca0.3MnO3,7.43,1.8 T,,2008,3370
TbCoC2,15.3,5 T,28,2009,6283
TbCoC2,7.8,2 T,28,2009,6284
DyMn2Si2,8.2,50 kOe,,2010,840
SmNi3CoSi,-0.37,nan kOe,46,2011,6097
SmNi3CuSi,-0.5,nan kOe,12,2011,6099
SmNi3FeSi,-0.4,nan kOe,190,2011,6101
SmNi3MnSi,-1.1,nan kOe,125,2011,6103
(MnFe)delta(P0.5Si0.5),1.9,371 T,,2015,208
(MnFe)delta(P0.5Si0.5), 1.95or 19.6,5 T, N/A,2015,209
(MnFe)delta(P0.5Si0.5),2,5 T, N/A,2015,210
(MnFe)delta(P0.5Si0.5),2.05,5 T,234,2015,211
Dy3NiSi2,3.6,0-2 T T,29.3,2016,757
Dy3NiSi2,10.8,0-7 T T,65.4,2016,758
Dy3NiSi2,,0-2 T T,76.6,2016,759
Tb3NiSi2,4.5,0-2 T T,94,2016,6242
Tb3NiSi2,11.1,0-7 T T,115,2016,6243
Tb3NiSi2,,0-2 T T,134.2,2016,6244
Tb3NiSi2,,0-7 T T,140.6,2016,6245
La0.5Pr0.2Sr0.3Mn(0.9)Ti(0.1)O3,,nan T,123,2018,2818
La0.5Pr0.2Sr0.3MnTiO3 (x = 0),,nan T,280,2018,2819
ErFe0.5Mn0.5O3,13.4,7 T,,2022,1011
(Pr Sm)(2)Fe-17,,nan T,285 - 299,2023,245
Ni2.1Mn0.9Ge,0.43,1 T,,2024,5071
Ni2.2Mno.8Ge,0.36,1 T,,2024,5077
La0.57Sr0.33Mn0.1Fe0.03O3,3.3,nan kOe,266,2026,2775
La0.62Sr0.33Mn0.05Fe0.03O3,2.8,nan kOe,275,2026,2883
SmNi4Si,-1,nan kOe,17,2027,6105
Dy2BaCuO5,8.3,nan T,,2028,701
Er2BaCuO5,9.6,nan T,,2028,912
GdCr2Si2,14.1,5.0 T,,2034,2107
GdCr2Si2,15,0.69 T,,2034,2108
GdCr2Si2,14.9,nan T,,2034,2109
La0.5Pr0.5Fe11.4Si1.6Hx (x=0),26.3,5.0 T,189,2040,2830
La0.5Pr0.5Fe11.4Si1.6Hx (x=0.9),24.1,5.0 T,253,2040,2831
La0.5Pr0.5Fe11.4Si1.6Hx (x=1.6),22.1,5.0 T,317,2040,2832
La1.5Fe11.1Co0.8Si1.1,8.4,2 T,,2041,3853
La1.5Fe11.1Co0.8Si1.2,8,2 T,,2041,3854
Tb0.25Er0.75Ni2,,nan T,28.3,2042,6178
Tb0.75Er0.25Ni2,,nan T,12.9,2042,6186
HoCo0.75Ni1.25,-16.7,70 kOe,40,2044,2430
HoCo1.25Ni0.75,-15.21,70 kOe,36,2044,2431
Er1.5Gd1.5Co,-9.8,5 T,,2047,901
Ni44Co6Mn39Sn11,1.95,2400kA/m T,,2050,5253
Ni46Co4Mn39Sn11,2.69,2400kA/m T,,2050,5327
Ni48Co2Mn39Sn11,2.75,2400kA/m T,,2050,5378
Ni50Co0Mn39Sn11,1.51,2400kA/m T,,2050,5441
FeMnO3,1.5,nan kOe,36,2051,1463
Ho2Pd2Pb,17.8,8 T,4.5,2055,2362
DyNiSi2,,nan T,25,2056,863
ErNiSi2,27.9,0-5 T,3,2056,1054
GdNiSi2,,nan T,<30,2056,2211
HoNiSi2,,nan T,10.5,2056,2535
TmNiSi2,,nan T,3.5,2056,6402
La0.6Nd0.1Ba0.295Mn0.9Cr0.1O3,3.5,5 T,251,2058,3139
La0.6Nd0.1Ba0.295Mn0.9Cr0.1O3,2.78,5 T,225,2058,3140
La0.6Nd0.1Ba0.29Mn0.9Cr0.1O3,3.25,5 T,235,2058,3141
La0.6Nd0.1Ba0.3Mn0.9Cr0.1O3,4.4,5 T,275,2058,3142
Gd-5(Si1.97Ge1.97)Ga-0.03,8.5,5 T,,2060,1571
Gd-5(Si2Ge2)Ga-0,9.8,5 T,,2060,1573
Ni-Mn-Sn alloy,-36 +/- 5,nan T,,2061,5021
La0.67Ba0.33Mn0.98Ti0.02O3,3.21,5 T,314,2062,2996
La0.833K0.167MnO3,1.86,1 T,,2063,3565
ZnFe3N,,nan T,760,2067,6488
La0.9Sb0.1MnO3,4.79,5 T,248,2068,3781
Gd3Ni2In4,4.57,9 T,21 and 55.5,2075,1801
As-received amorphous ribbon,1,6 T,156,2076,341
Nanocrystalline ribbon,1.12,5 T,,2076,4770
Mn(1.15)Fe(0.80)P(0.50-0.01Si0.50)C0.01,,1 T,296,2077,4251
Mn(1.15)Fe(0.80)P(0.50-0.03Si0.50)C0.03,,1 T,328,2077,4252
Mn(1.15)Fe(0.80)P(0.50-0.05Si0.50)C0.05,,1 T,347,2077,4253
Mn(1.15)Fe(0.80)P(0.50-0Si0.50)C0,,1 T,289,2077,4254
La0.6Ca0.4Mn0.8Fe0.2O3,,nan T,204,2081,3119
La0.6Ca0.4Mn0.9Fe0.1O3,2.38,5.0 T,245,2081,3120
La0.6Ca0.4MnO3 (x = 0),3.66,5.0 T,260,2081,3128
Ce5Ge4,9,90 kOe,,2082,450
Ni45Co5Mn40InxSn10-x,22.5,,,2083,5291
ErCo1.52Cu0.48,10.9,5 T,68,2084,981
ErCo1.64Cu0.36,13.7,5 T,50,2084,982
ErCo1.76Cu0.24,18.2,5 T,40,2084,983
ErCo1.88Cu0.12,30,5 T,31.5,2084,985
Gd3Sc2Ga3O12,15.45(J/mol K),9 T,,2085,1813
Fe81Zr5Nb4B10,2,2.0 T,334,2086,1379
Sr2DyTaO6,10.55,nan kOe,,2088,6130
Sr2ErTaO6,8.56,nan kOe,,2088,6131
Sr2HoTaO6,10.18,nan kOe,,2088,6145
La0.7Ca0.3Mn0.95Co0.05O3,7.14,5 T,,2090,3342
La0.7Ca0.3MnO3,7.528,5 T,,2090,3371
Fe93-Nb7-B14,1.07,,299 - 419,2094,1447
Fe93-Nb7-B20,0.97,,299 - 419,2094,1448
Fe93-Nb7-B9,1.44,,299 - 419,2094,1449
PrBaMn1.9Ti0.1O6-delta (delta = 0),1.4,5 T,,2095,5956
PrBaMn1.9Ti0.1O6-delta (delta = 0.02),1.4,5 T,,2095,5957
(La0.6Ca0.4MnO3)/(0.18),3,2.0 T,,2100,143
La0.7Te0.3Mn0.7Fe0.3O3,0.44,2 T,78,2103,3540
La0.7Te0.3Mn0.90Fe0.1O3,1.17,2 T,171,2103,3544
GdCo9Si2, -0.6 and 1.1 ,5 T,420,2105,2102
Pr0.4Bi0.2Sr0.4MnO3,2.41 - 0.24,nan T,264 - 213,2106,5676
EuCu1.75P2,5.6 and 13.3,2 and 7 T,51,2108,1125
La0.70Ag0.25MnO3+delta,-3.96,4 T,,2110,3195
Al0.8Si0.2Fe2B2,4.9 - 6.3,5 - 7 T,,2111,295
Al0.9Ga0.1Fe2B2,7.5,7 T,,2111,296
Al0.9Si0.1Fe2B2,4.9 - 6.3,5 - 7 T,,2111,297
Pr0.5Sr0.2K0.3MnO3,3.37,15.0 kOe,220,2112,5715
Pr0.5Sr0.35K0.15MnO3,,nan kOe,300,2112,5716
Pr0.5Sr0.3K0.2MnO3,,nan kOe,295,2112,5718
Pr0.5Sr0.45K0.05MnO3,,nan kOe,285,2112,5725
Pr0.5Sr0.4K0.1MnO3,,nan kOe,295,2112,5730
Pr0.5Sr0.5-0K0,1.15,15.0 kOe,265,2112,5736
Er60Al20Ni20,14.3,50 kOe,9.5,2114,961
Ho60Al20Ni20,12.4,50 kOe,17.9,2114,2402
Tm60Al20Ni20,14.1,50 kOe,4.4,2114,6374
Ce1.5Pr0.5Fe17,,5 T,273,2116,438
MnFeP0.45As0.55,14.5,2 and 5 T,300,2119,4712
Fe70Cr8Cu1Nb5Si4B12,1,20.0 kOe,285,2126,1316
DyCoGe,11.5,5 T,,2130,806
TbCoGe,14.5,5 T,16,2130,6285
Gd2NiTiO6,31.28,0-50 kOe,4.3,2131,1751
Ho2NiTiO6,11.98,0-50 kOe,3.9,2131,2360
Tb2NiTiO6,13.08,0-50 kOe,4.5,2131,6226
(Dy0.9Ho0.1)(1-0.15Gd)xCo2,4.3,3 T,183,2132,42
(Dy0.9Ho0.1)(1-0Gd)xCo2,8.1,3 T,130,2132,43
Nd5Si3,5,50 kOe,112,2134,4880
La0.7Sr0.3Mn0.9Ti0.1O3,,,210,2136,3492
Nd5Si2Sn,4.4,7 T,,2137,4878
Nd5Si3,4.3,7 T,,2137,4881
Pr5Si2Sn,7,7 T,,2137,5947
Pr5Si3,12.1,7 T,,2137,5948
Fe80-xNixB10Zr9Cu1 (x=0),3.28,5 T,,2138,1359
Fe80-xNixB10Zr9Cu1 (x=3),3.13,5 T,,2138,1361
Fe80-xNixB10Zr9Cu1 (x=5),3.04,5 T,,2138,1363
Fe80-xTaxB10Zr9Cu1 (x=3),2.84,5 T,,2138,1365
Fe80-xTaxB10Zr9Cu1 (x=5),2.03,5 T,,2138,1367
LaFe11.5Al1.5B0.1,9.6,0-5 T,,2139,3998
LaFe11.5Al1.5C0.2,10.8,0-5 T,,2139,4003
LaFe11.5Al1.5H1.3,12.3,0-5 T,,2139,4006
La0.6Pr0.1Ba0.3Mn1-NixO3 (x = 0),1.97,5 T,215,2140,3146
La0.6Pr0.1Ba0.3Mn1-NixO3 (x = 0.3),0.65,5 T,131,2140,3147
DyTiSi,7.2(J/mol K),nan T,,2141,880
TbTiSi,6.1(J/mol K),nan T,,2141,6342
LaMn2Si2,,nan T,319,2142,4161
GdInO3,9.65,nan kOe,2.1,2144,2160
Ni50Mn33.5B1.5In15,8,5 T,,2146,5472
Ni50Mn34B1In15,15,5 T,,2146,5482
Ni0.4Cd0.3Zn0.3Fe2O4 (sintered at 1100degree C),1.62,5.0 T,,2147,5030
Ni0.4Cd0.3Zn0.3Fe2O4 (sintered at 900degree C),1.11,5.0 T,,2147,5031
NdFeAl (amorphous),,,110,2148,4931
Nd1.4Sr1.6Mn2O7,2.57,5.31 T,270,2153,4851
Glassy Gd4Co3,-7.21,50 kOe,,2155,2248
Glassy Gd4Co3,-3.81,20 kOe,,2155,2249
Ho0.2Sm1.8CoMnO6,2.01,5 T,,2156,2280
Ho0.5Sm1.5CoMnO6,2.76,5 T,,2156,2285
Ho0Sm2CoMnO6,1.86,5 T,,2156,2299
Ho1Sm1CoMnO6,3.72,5 T,,2156,2315
Ho2SmCoMnO6,4.97,5 T,,2156,2364
La0.8Nd0.2Fe11.5Si1.5,22.8,nan T,188,2157,3712
LaFe11.5Si1.5,18.7,nan T,194,2157,4012
LaFe11.5Si1.5C0.2,16.4,nan T,232,2157,4032
TbMn2Ge2 single crystal,24.02,7 T,95,2158,6307
SrBaSrFeMoO (x=0),0.078,0.2 T,,2160,6149
SrBaSrFeMoO (x=0.2),0.078,0.2 T,,2160,6150
SrBaSrFeMoO (x=0.4),0.078,0.2 T,,2160,6151
SrBaSrFeMoO (x=0.6),0.078,0.2 T,,2160,6152
Dy11Si4In6,16.5,nan T,52,2162,695
GdTiO3,0.10(J/cm^3 K),5 T,33,2164,2235
Gd46Co19Al29B6 MG,8.7,5 T,,2165,1828
Gd powder,0.89,,,2166,1523
(La0.2Pr0.8)0.7Sr0.3MnO3 (rhombohedral),4.63,9.0 T,,2167,123
CeCo4B,0.361,1 T,291,2169,455
Fe80-xNixB10Zr9Cu1 (x=0),3.28,5 T,,2172,1360
Fe80-xNixB10Zr9Cu1 (x=3),3.13,5 T,,2172,1362
Fe80-xNixB10Zr9Cu1 (x=5),3.04,5 T,,2172,1364
Fe80-xTaxB10Zr9Cu1 (x=3),2.84,5 T,,2172,1366
Fe80-xTaxB10Zr9Cu1 (x=5),2.03,5 T,,2172,1368
Gd2Tb2Ga5O12,,,Above 25,2173,1764
Gd2TbGa5O12,,,Above 25,2173,1765
Gd3Ga5O12,,,Above 25,2173,1793
Gd3Tb2Ga5O12,,,Above 25,2173,1814
Gd3TbGa5O12,,,Above 25,2173,1815
Tb3Ga5O12,,,Above 25,2173,6237
DyMn2O5,11.09,70 kOe,,2176,839
DyCo2-0.1Cr0.9,8.4,5 T,,2177,795
DyCo2-0.2Cr0.8,6.8,5 T,,2177,796
DyCo2-0Cr0,10.4,5 T,,2177,797
Ni43Co6Mn40Sn11 alloy,19.3,5 T,,2178,5199
Nd0.55Sr0.45MnO3,3.12,3.0 T,,2179,4799
Fe65Co35,0.1,,1040,2181,1295
Gd3Zr10Fe55Co10Mo5W2B15,,,320,2181,1817
MnFe(P Ge)Si,0.05,,710,2181,4699
Ni50Mn34In16,0.5,,350,2181,5487
Ni50Mn35Sn15,0.4,,350,2181,5509
La0.85Li0.15SrMn2O5+delta,1.1,5 T,345,2182,3583
La0.95Li0.05SrMn2O5+delta,0.8,5 T,360,2182,3746
